IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
3.1.72.23,8080,0,false,ORD,North America,Chicago,8,0.00
3.1.72.23,2096,0,false,ORD,North America,Chicago,8,0.00
18.141.162.234,2096,0,false,ORD,North America,Chicago,8,0.00
3.1.72.23,2087,0,false,ORD,North America,Chicago,8,0.00
18.142.146.14,8080,0,false,ORD,North America,Chicago,9,0.00
3.1.72.23,2083,0,false,ORD,North America,Chicago,9,0.00
18.141.168.148,2087,0,false,ORD,North America,Chicago,9,0.00
18.142.116.165,8443,0,false,ORD,North America,Chicago,9,0.00
18.141.168.148,443,0,false,ORD,North America,Chicago,9,0.00
18.142.136.105,8443,0,false,ORD,North America,Chicago,10,0.00
18.142.115.193,2095,0,false,ORD,North America,Chicago,10,0.00
18.142.115.193,8080,0,false,ORD,North America,Chicago,10,0.00
18.142.146.14,2086,0,false,ORD,North America,Chicago,10,0.00
18.141.168.148,80,0,false,ORD,North America,Chicago,10,0.00
18.141.162.234,2087,0,false,ORD,North America,Chicago,10,0.00
18.142.146.14,80,0,false,ORD,North America,Chicago,10,0.00
18.142.115.193,8443,0,false,ORD,North America,Chicago,10,0.00
3.1.72.23,8443,0,false,ORD,North America,Chicago,10,0.00
18.142.116.165,8880,0,false,ORD,North America,Chicago,10,0.00
18.141.162.234,2086,0,false,ORD,North America,Chicago,10,0.00
3.1.72.23,2095,0,false,ORD,North America,Chicago,10,0.00
18.142.115.193,2052,0,false,ORD,North America,Chicago,10,0.00
18.141.168.148,8443,0,false,ORD,North America,Chicago,11,0.00
18.142.136.105,2082,0,false,ORD,North America,Chicago,11,0.00
18.142.116.165,2082,0,false,ORD,North America,Chicago,11,0.00
18.141.162.234,2082,0,false,ORD,North America,Chicago,11,0.00
3.1.72.23,2086,0,false,ORD,North America,Chicago,11,0.00
18.138.240.50,2083,0,false,ORD,North America,Chicago,11,0.00
3.1.72.23,80,0,false,ORD,North America,Chicago,11,0.00
13.212.107.149,2053,0,false,ORD,North America,Chicago,11,0.00
18.141.162.234,2052,0,false,ORD,North America,Chicago,12,0.00
18.142.115.193,80,0,false,ORD,North America,Chicago,12,0.00
18.141.162.234,80,0,false,ORD,North America,Chicago,13,0.00
3.1.72.23,2082,0,false,ORD,North America,Chicago,13,0.00
18.141.168.148,2082,0,false,ORD,North America,Chicago,13,0.00
18.142.136.105,8080,0,false,ORD,North America,Chicago,13,0.00
18.142.115.193,2082,0,false,ORD,North America,Chicago,13,0.00
18.141.168.148,2086,0,false,ORD,North America,Chicago,14,0.00
18.141.162.234,8880,0,false,ORD,North America,Chicago,14,0.00
3.1.72.23,2053,0,false,ORD,North America,Chicago,14,0.00
18.142.116.165,2052,0,false,ORD,North America,Chicago,14,0.00
3.1.72.23,2052,0,false,ORD,North America,Chicago,14,0.00
3.1.72.23,443,0,false,ORD,North America,Chicago,14,0.00
18.141.168.148,2053,0,false,ORD,North America,Chicago,15,0.00
18.142.116.165,8080,0,false,ORD,North America,Chicago,15,0.00
18.142.116.165,2053,0,false,ORD,North America,Chicago,15,0.00
18.142.116.165,80,0,false,ORD,North America,Chicago,15,0.00
18.141.162.234,2095,0,false,ORD,North America,Chicago,15,0.00
18.142.146.14,2095,0,false,ORD,North America,Chicago,16,0.00
18.142.146.14,8880,0,false,ORD,North America,Chicago,17,0.00
13.229.142.135,2082,0,false,ORD,North America,Chicago,17,0.00
18.142.146.14,2082,0,false,ORD,North America,Chicago,20,0.00
18.142.116.165,2083,0,false,ORD,North America,Chicago,22,0.00
18.142.136.105,8880,0,false,ORD,North America,Chicago,24,0.00
18.142.146.14,8443,0,false,ORD,North America,Chicago,25,0.00
18.142.115.193,443,0,false,ORD,North America,Chicago,25,0.00
18.141.162.234,443,0,false,ORD,North America,Chicago,26,0.00
18.140.231.80,2087,0,false,ORD,North America,Chicago,26,0.00
18.141.168.148,2095,0,false,ORD,North America,Chicago,27,0.00
18.142.136.105,2052,0,false,ORD,North America,Chicago,28,0.00
18.142.146.14,2087,0,false,ORD,North America,Chicago,30,0.00
16.162.172.91,2053,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.177.179,2083,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.172.91,2095,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.36.129,80,0,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.177.179,2082,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.172.91,2086,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
13.212.112.125,2086,0,false,ORD,North America,Chicago,35,0.00
16.162.177.179,2087,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.162.177.179,2053,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
16.162.10.198,443,443,true,HKG,Asia Pacific,Hong Kong,38,0.00
18.166.84.128,443,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
16.162.172.91,2082,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
16.162.177.179,2052,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
16.163.52.88,2095,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
16.162.177.179,2095,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
16.162.172.91,2083,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
65.0.177.237,2052,0,false,ORD,North America,Chicago,49,0.00
13.201.189.55,2053,0,false,ORD,North America,Chicago,49,0.00
35.154.137.245,80,0,false,ORD,North America,Chicago,49,0.00
65.0.181.88,2096,0,false,ORD,North America,Chicago,49,0.00
13.232.196.47,8443,0,false,ORD,North America,Chicago,49,0.00
52.66.244.136,2086,0,false,ORD,North America,Chicago,49,0.00
13.233.153.135,2087,0,false,ORD,North America,Chicago,49,0.00
13.232.196.47,2053,0,false,ORD,North America,Chicago,49,0.00
52.66.244.136,8443,0,false,ORD,North America,Chicago,50,0.00
13.232.160.240,2053,0,false,ORD,North America,Chicago,50,0.00
13.126.52.24,2083,0,false,ORD,North America,Chicago,50,0.00
52.66.244.136,2096,0,false,ORD,North America,Chicago,50,0.00
65.0.177.237,2096,0,false,ORD,North America,Chicago,50,0.00
65.0.181.88,2082,0,false,ORD,North America,Chicago,50,0.00
35.154.137.245,2053,0,false,ORD,North America,Chicago,50,0.00
65.0.177.237,8443,0,false,ORD,North America,Chicago,50,0.00
13.233.199.65,2083,0,false,ORD,North America,Chicago,50,0.00
35.154.137.245,2052,0,false,ORD,North America,Chicago,50,0.00
35.154.137.245,8880,0,false,ORD,North America,Chicago,50,0.00
3.109.123.46,2087,0,false,ORD,North America,Chicago,50,0.00
65.0.181.88,2052,0,false,ORD,North America,Chicago,50,0.00
65.0.177.237,2053,0,false,ORD,North America,Chicago,50,0.00
13.201.189.55,2052,0,false,ORD,North America,Chicago,50,0.00
52.66.244.136,2052,0,false,ORD,North America,Chicago,50,0.00
13.232.121.150,443,0,false,ORD,North America,Chicago,50,0.00
52.66.244.136,443,0,false,ORD,North America,Chicago,50,0.00
52.66.236.178,2082,0,false,ORD,North America,Chicago,50,0.00
13.232.160.240,8443,0,false,ORD,North America,Chicago,50,0.00
65.0.177.237,2082,0,false,ORD,North America,Chicago,50,0.00
52.66.244.136,2083,0,false,ORD,North America,Chicago,50,0.00
43.204.231.165,2096,0,false,ORD,North America,Chicago,50,0.00
43.204.211.5,2095,0,false,ORD,North America,Chicago,50,0.00
18.142.136.105,2053,0,false,ORD,North America,Chicago,50,0.00
65.0.181.88,8443,0,false,ORD,North America,Chicago,50,0.00
13.232.196.47,2087,0,false,ORD,North America,Chicago,50,0.00
65.0.177.237,8080,0,false,ORD,North America,Chicago,50,0.00
3.109.206.212,2052,0,false,ORD,North America,Chicago,51,0.00
52.66.236.178,2086,0,false,ORD,North America,Chicago,51,0.00
13.233.153.135,8443,0,false,ORD,North America,Chicago,51,0.00
13.232.196.47,8080,0,false,ORD,North America,Chicago,51,0.00
3.109.123.46,2052,0,false,ORD,North America,Chicago,51,0.00
3.111.33.206,2087,0,false,ORD,North America,Chicago,51,0.00
13.232.196.47,2096,0,false,ORD,North America,Chicago,52,0.00
3.110.153.152,2083,0,false,ORD,North America,Chicago,52,0.00
3.110.153.152,443,0,false,ORD,North America,Chicago,52,0.00
13.232.196.47,80,0,false,ORD,North America,Chicago,53,0.00
65.0.181.88,2095,0,false,ORD,North America,Chicago,54,0.00
65.0.177.237,2095,0,false,ORD,North America,Chicago,55,0.00
13.235.49.64,8443,0,false,ORD,North America,Chicago,55,0.00
3.7.254.172,2053,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,8880,0,false,ORD,North America,Chicago,55,0.00
43.204.231.165,2087,0,false,ORD,North America,Chicago,55,0.00
13.200.243.2,2086,0,false,ORD,North America,Chicago,55,0.00
65.0.177.237,8880,0,false,ORD,North America,Chicago,55,0.00
13.235.49.64,8080,0,false,ORD,North America,Chicago,55,0.00
13.232.160.240,2086,0,false,ORD,North America,Chicago,55,0.00
13.201.189.55,8080,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,2096,0,false,ORD,North America,Chicago,55,0.00
65.0.177.237,443,0,false,ORD,North America,Chicago,55,0.00
65.0.177.237,2086,0,false,ORD,North America,Chicago,55,0.00
15.206.2.5,80,0,false,BOM,Asia Pacific,Mumbai,55,0.00
13.233.199.65,2082,0,false,ORD,North America,Chicago,55,0.00
65.0.181.88,80,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,2095,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,8443,0,false,ORD,North America,Chicago,55,0.00
13.200.243.2,2082,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,8880,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,8443,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,2096,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,8080,0,false,ORD,North America,Chicago,55,0.00
13.232.160.240,8880,0,false,ORD,North America,Chicago,55,0.00
13.200.243.2,2053,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,2087,0,false,ORD,North America,Chicago,55,0.00
65.0.177.237,2087,0,false,ORD,North America,Chicago,55,0.00
52.66.244.136,2095,0,false,ORD,North America,Chicago,55,0.00
52.66.244.136,2087,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,2086,0,false,ORD,North America,Chicago,55,0.00
65.0.11.187,2096,0,false,ORD,North America,Chicago,55,0.00
13.235.49.64,2096,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,2095,0,false,ORD,North America,Chicago,55,0.00
13.233.153.135,443,0,false,ORD,North America,Chicago,55,0.00
52.66.244.136,2082,0,false,ORD,North America,Chicago,55,0.00
52.66.236.130,2086,0,false,ORD,North America,Chicago,55,0.00
13.200.243.2,2087,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,443,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,2052,0,false,ORD,North America,Chicago,55,0.00
43.204.211.5,80,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,443,0,false,ORD,North America,Chicago,55,0.00
52.66.236.178,2087,0,false,ORD,North America,Chicago,55,0.00
13.233.153.135,2053,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,2082,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,8080,0,false,ORD,North America,Chicago,55,0.00
52.66.244.136,8080,0,false,ORD,North America,Chicago,55,0.00
13.232.121.150,2087,0,false,ORD,North America,Chicago,55,0.00
65.0.11.187,8080,0,false,ORD,North America,Chicago,55,0.00
13.201.189.55,2082,0,false,ORD,North America,Chicago,55,0.00
13.201.189.55,80,0,false,ORD,North America,Chicago,55,0.00
65.0.11.187,2083,0,false,ORD,North America,Chicago,55,0.00
13.233.199.65,443,0,false,ORD,North America,Chicago,55,0.00
13.235.49.64,443,0,false,ORD,North America,Chicago,55,0.00
35.154.137.245,2086,0,false,ORD,North America,Chicago,56,0.00
13.232.160.240,8080,0,false,ORD,North America,Chicago,56,0.00
3.7.254.172,2083,80,false,ORD,North America,Chicago,56,0.00
43.204.211.5,8080,0,false,ORD,North America,Chicago,56,0.00
13.232.121.150,2082,0,false,ORD,North America,Chicago,56,0.00
13.232.121.150,2052,0,false,ORD,North America,Chicago,56,0.00
52.66.244.136,2053,0,false,ORD,North America,Chicago,56,0.00
13.235.49.64,8880,0,false,ORD,North America,Chicago,56,0.00
52.66.236.130,2053,0,false,ORD,North America,Chicago,56,0.00
13.232.160.240,443,0,false,ORD,North America,Chicago,56,0.00
43.204.211.5,8443,0,false,ORD,North America,Chicago,56,0.00
3.111.33.206,2052,0,false,ORD,North America,Chicago,56,0.00
65.0.181.88,443,0,false,ORD,North America,Chicago,56,0.00
43.204.211.5,443,0,false,ORD,North America,Chicago,56,0.00
3.109.206.212,2087,0,false,ORD,North America,Chicago,56,0.00
13.233.199.65,2052,0,false,ORD,North America,Chicago,56,0.00
3.110.50.34,443,0,false,ORD,North America,Chicago,56,0.00
13.232.160.240,2052,0,false,ORD,North America,Chicago,57,0.00
13.232.121.150,80,0,false,ORD,North America,Chicago,57,0.00
13.232.121.150,2095,0,false,ORD,North America,Chicago,57,0.00
13.200.243.2,2096,0,false,ORD,North America,Chicago,57,0.00
13.233.199.65,80,0,false,ORD,North America,Chicago,57,0.00
3.111.38.236,2052,0,false,ORD,North America,Chicago,57,0.00
3.109.206.212,2095,0,false,ORD,North America,Chicago,57,0.00
13.200.243.2,2052,0,false,ORD,North America,Chicago,57,0.00
3.110.50.34,8443,0,false,ORD,North America,Chicago,57,0.00
3.109.123.46,80,0,false,ORD,North America,Chicago,57,0.00
3.111.33.206,8880,0,false,ORD,North America,Chicago,58,0.00
43.204.231.165,2082,0,false,ORD,North America,Chicago,58,0.00
3.110.153.152,2052,0,false,ORD,North America,Chicago,58,0.00
13.233.153.135,8080,0,false,ORD,North America,Chicago,59,0.00
13.201.189.55,443,0,false,ORD,North America,Chicago,59,0.00
65.0.177.237,2083,0,false,ORD,North America,Chicago,60,0.00
65.0.177.237,80,0,false,ORD,North America,Chicago,60,0.00
52.66.236.178,8080,0,false,ORD,North America,Chicago,60,0.00
65.0.181.88,8880,0,false,ORD,North America,Chicago,60,0.00
52.66.236.178,2053,0,false,ORD,North America,Chicago,60,0.00
13.232.121.150,2096,0,false,ORD,North America,Chicago,60,0.00
3.7.254.172,443,0,false,ORD,North America,Chicago,60,0.00
13.233.153.135,2096,0,false,ORD,North America,Chicago,60,0.00
65.0.11.187,8443,0,false,ORD,North America,Chicago,60,0.00
52.66.236.130,8080,0,false,ORD,North America,Chicago,60,0.00
52.66.236.178,8443,0,false,ORD,North America,Chicago,60,0.00
65.0.181.88,2086,0,false,ORD,North America,Chicago,60,0.00
35.154.137.245,2096,0,false,ORD,North America,Chicago,60,0.00
65.0.181.88,2053,0,false,ORD,North America,Chicago,60,0.00
13.232.160.240,2083,0,false,ORD,North America,Chicago,60,0.00
13.233.153.135,2052,0,false,ORD,North America,Chicago,60,0.00
35.154.137.245,2095,0,false,ORD,North America,Chicago,60,0.00
3.7.254.172,2086,0,false,ORD,North America,Chicago,60,0.00
13.233.199.65,2087,0,false,ORD,North America,Chicago,60,0.00
13.200.243.2,80,0,false,ORD,North America,Chicago,60,0.00
13.232.121.150,2053,0,false,ORD,North America,Chicago,60,0.00
13.235.49.64,2083,0,false,ORD,North America,Chicago,60,0.00
52.66.244.136,8880,0,false,ORD,North America,Chicago,60,0.00
65.0.181.88,2083,0,false,ORD,North America,Chicago,60,0.00
35.154.137.245,2083,0,false,ORD,North America,Chicago,60,0.00
13.233.199.65,2053,0,false,ORD,North America,Chicago,60,0.00
52.66.244.136,80,0,false,ORD,North America,Chicago,60,0.00
52.66.236.130,2096,0,false,ORD,North America,Chicago,60,0.00
52.66.236.178,2083,0,false,ORD,North America,Chicago,60,0.00
13.233.153.135,2083,0,false,ORD,North America,Chicago,60,0.00
65.0.181.88,2087,0,false,ORD,North America,Chicago,60,0.00
13.233.153.135,2095,0,false,ORD,North America,Chicago,61,0.00
65.0.181.88,8080,0,false,ORD,North America,Chicago,61,0.00
13.232.121.150,2086,0,false,ORD,North America,Chicago,61,0.00
52.66.236.178,80,0,false,ORD,North America,Chicago,61,0.00
13.200.243.2,8443,0,false,ORD,North America,Chicago,61,0.00
13.232.121.150,2083,0,false,ORD,North America,Chicago,61,0.00
13.232.160.240,2087,0,false,ORD,North America,Chicago,61,0.00
13.201.189.55,8880,0,false,ORD,North America,Chicago,61,0.00
13.233.153.135,8880,0,false,ORD,North America,Chicago,61,0.00
13.235.49.64,2082,0,false,ORD,North America,Chicago,61,0.00
3.109.206.212,8080,0,false,ORD,North America,Chicago,61,0.00
13.232.121.150,8443,0,false,ORD,North America,Chicago,61,0.00
13.233.153.135,2086,0,false,ORD,North America,Chicago,61,0.00
43.204.211.5,8880,0,false,ORD,North America,Chicago,61,0.00
13.200.243.2,8880,0,false,ORD,North America,Chicago,61,0.00
13.200.243.2,443,0,false,ORD,North America,Chicago,61,0.00
13.235.49.64,2087,0,false,ORD,North America,Chicago,61,0.00
13.232.121.150,8080,0,false,ORD,North America,Chicago,61,0.00
13.235.49.64,2053,0,false,ORD,North America,Chicago,62,0.00
13.201.189.55,2095,0,false,ORD,North America,Chicago,62,0.00
13.232.196.47,2052,0,false,ORD,North America,Chicago,62,0.00
13.233.153.135,2082,0,false,ORD,North America,Chicago,62,0.00
13.232.160.240,2082,0,false,ORD,North America,Chicago,63,0.00
13.232.160.240,2095,0,false,ORD,North America,Chicago,63,0.00
3.110.153.152,8880,0,false,ORD,North America,Chicago,63,0.00
3.110.153.152,8443,0,false,ORD,North America,Chicago,63,0.00
13.232.196.47,2083,0,false,ORD,North America,Chicago,63,0.00
13.201.189.55,2096,0,false,ORD,North America,Chicago,63,0.00
43.204.231.165,8880,0,false,ORD,North America,Chicago,63,0.00
43.204.231.165,80,0,false,ORD,North America,Chicago,63,0.00
13.200.243.2,2083,0,false,ORD,North America,Chicago,64,0.00
43.204.211.5,2052,0,false,ORD,North America,Chicago,64,0.00
43.204.211.5,2096,0,false,ORD,North America,Chicago,64,0.00
3.111.33.206,2053,0,false,ORD,North America,Chicago,65,0.00
13.232.160.240,2096,0,false,ORD,North America,Chicago,65,0.00
43.204.211.5,2082,0,false,ORD,North America,Chicago,65,0.00
3.109.206.212,2083,0,false,ORD,North America,Chicago,65,0.00
43.204.231.165,8443,0,false,ORD,North America,Chicago,65,0.00
3.110.153.152,2082,0,false,ORD,North America,Chicago,65,0.00
43.204.231.165,8080,0,false,ORD,North America,Chicago,65,0.00
13.235.49.64,80,0,false,ORD,North America,Chicago,65,0.00
13.201.189.55,8443,0,false,ORD,North America,Chicago,65,0.00
3.109.206.212,2053,0,false,ORD,North America,Chicago,66,0.00
3.111.33.206,2096,0,false,ORD,North America,Chicago,66,0.00
43.204.211.5,2086,0,false,ORD,North America,Chicago,66,0.00
3.111.33.206,8443,0,false,ORD,North America,Chicago,67,0.00
13.114.33.101,2053,0,false,ORD,North America,Chicago,67,0.00
3.109.123.46,8880,0,false,ORD,North America,Chicago,67,0.00
3.109.123.46,2096,0,false,ORD,North America,Chicago,67,0.00
3.110.50.34,2083,0,false,ORD,North America,Chicago,67,0.00
52.198.179.148,2052,0,false,ORD,North America,Chicago,67,0.00
3.109.123.46,8080,0,false,ORD,North America,Chicago,67,0.00
18.183.253.20,2086,0,false,ORD,North America,Chicago,67,0.00
3.111.33.206,443,0,false,ORD,North America,Chicago,67,0.00
3.109.123.46,8443,0,false,ORD,North America,Chicago,67,0.00
13.231.157.41,8880,0,false,ORD,North America,Chicago,67,0.00
43.204.231.165,2095,0,false,ORD,North America,Chicago,67,0.00
13.114.5.142,2086,0,false,ORD,North America,Chicago,67,0.00
18.181.186.154,2095,0,false,ORD,North America,Chicago,67,0.00
13.114.33.101,2096,0,false,ORD,North America,Chicago,67,0.00
43.204.231.165,2086,0,false,ORD,North America,Chicago,67,0.00
18.181.244.35,2083,0,false,ORD,North America,Chicago,67,0.00
54.64.102.196,80,0,false,ORD,North America,Chicago,67,0.00
54.238.200.77,2052,0,false,ORD,North America,Chicago,67,0.00
18.181.186.154,8080,0,false,ORD,North America,Chicago,67,0.00
13.231.157.41,2086,0,false,ORD,North America,Chicago,67,0.00
54.238.200.77,8443,0,false,ORD,North America,Chicago,67,0.00
54.238.204.236,2086,0,false,ORD,North America,Chicago,67,0.00
18.183.253.20,8880,0,false,ORD,North America,Chicago,67,0.00
18.181.244.35,443,0,false,ORD,North America,Chicago,67,0.00
3.111.33.206,2082,0,false,ORD,North America,Chicago,67,0.00
54.238.200.77,2096,0,false,ORD,North America,Chicago,67,0.00
3.109.123.46,2086,0,false,ORD,North America,Chicago,67,0.00
13.230.201.238,8080,0,false,ORD,North America,Chicago,67,0.00
54.199.236.239,2086,0,false,ORD,North America,Chicago,67,0.00
13.201.189.55,2086,0,false,ORD,North America,Chicago,67,0.00
52.198.179.148,8080,0,false,ORD,North America,Chicago,67,0.00
54.238.44.8,443,0,false,ORD,North America,Chicago,67,0.00
54.238.204.236,8443,0,false,ORD,North America,Chicago,67,0.00
18.183.253.20,2053,0,false,ORD,North America,Chicago,67,0.00
13.230.201.238,2082,0,false,ORD,North America,Chicago,67,0.00
15.168.11.213,8443,0,false,ORD,North America,Chicago,67,0.00
43.204.231.165,443,0,false,ORD,North America,Chicago,67,0.00
13.208.134.98,2096,0,false,ORD,North America,Chicago,67,0.00
54.65.170.61,2083,0,false,ORD,North America,Chicago,67,0.00
18.181.244.35,80,0,false,ORD,North America,Chicago,67,0.00
54.199.236.239,2082,0,false,ORD,North America,Chicago,68,0.00
18.183.53.0,2082,0,false,ORD,North America,Chicago,68,0.00
54.199.236.239,2095,0,false,ORD,North America,Chicago,68,0.00
54.199.236.239,2053,0,false,ORD,North America,Chicago,68,0.00
15.168.11.213,2082,0,false,ORD,North America,Chicago,68,0.00
15.168.175.240,8080,0,false,ORD,North America,Chicago,68,0.00
54.238.44.8,2086,0,false,ORD,North America,Chicago,68,0.00
18.181.244.35,2053,0,false,ORD,North America,Chicago,68,0.00
18.181.244.35,2086,0,false,ORD,North America,Chicago,68,0.00
54.238.44.8,2083,0,false,ORD,North America,Chicago,68,0.00
43.204.231.165,2052,0,false,ORD,North America,Chicago,68,0.00
35.78.109.235,8443,0,false,ORD,North America,Chicago,68,0.00
18.176.35.171,2086,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.238.200.77,8880,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,80,0,false,ORD,North America,Chicago,68,0.00
13.208.187.145,2082,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,2095,0,false,ORD,North America,Chicago,68,0.00
54.238.44.8,8880,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,2096,0,false,ORD,North America,Chicago,68,0.00
52.198.179.148,8880,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,8080,0,false,ORD,North America,Chicago,68,0.00
54.238.200.77,2083,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,8443,0,false,ORD,North America,Chicago,68,0.00
13.114.33.101,8443,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,2087,0,false,ORD,North America,Chicago,68,0.00
54.64.102.196,443,0,false,ORD,North America,Chicago,68,0.00
15.168.37.255,2086,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,2096,0,false,ORD,North America,Chicago,68,0.00
54.199.236.239,443,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,2082,0,false,ORD,North America,Chicago,68,0.00
18.183.53.0,8443,0,false,ORD,North America,Chicago,68,0.00
15.168.106.240,80,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,8443,0,false,ORD,North America,Chicago,68,0.00
13.231.157.41,2052,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,2095,0,false,ORD,North America,Chicago,68,0.00
35.78.239.154,2095,0,false,ORD,North America,Chicago,68,0.00
52.69.2.153,2095,0,false,ORD,North America,Chicago,68,0.00
54.199.236.239,2083,0,false,ORD,North America,Chicago,68,0.00
52.69.2.153,8443,0,false,ORD,North America,Chicago,68,0.00
43.207.177.83,80,0,false,ORD,North America,Chicago,68,0.00
13.230.201.238,80,0,false,ORD,North America,Chicago,68,0.00
54.238.44.8,2052,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,2096,0,false,ORD,North America,Chicago,68,0.00
3.109.206.212,443,0,false,ORD,North America,Chicago,68,0.00
54.238.44.8,2087,0,false,ORD,North America,Chicago,68,0.00
54.199.236.239,8880,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,2052,0,false,ORD,North America,Chicago,68,0.00
13.114.33.101,2086,0,false,ORD,North America,Chicago,68,0.00
13.231.157.41,8443,0,false,ORD,North America,Chicago,68,0.00
35.78.239.154,8443,0,false,ORD,North America,Chicago,68,0.00
43.207.160.143,8880,0,false,ORD,North America,Chicago,68,0.00
3.109.123.46,2095,0,false,ORD,North America,Chicago,68,0.00
43.207.200.148,8443,0,false,ORD,North America,Chicago,68,0.00
13.112.170.168,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
54.65.170.61,2053,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,2083,0,false,ORD,North America,Chicago,68,0.00
54.64.102.196,8880,0,false,ORD,North America,Chicago,68,0.00
13.114.229.71,2095,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,2053,0,false,ORD,North America,Chicago,68,0.00
54.238.200.77,2087,0,false,ORD,North America,Chicago,68,0.00
18.183.53.0,8880,0,false,ORD,North America,Chicago,68,0.00
54.64.102.196,2096,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,2095,0,false,ORD,North America,Chicago,68,0.00
52.69.2.153,443,0,false,ORD,North America,Chicago,68,0.00
54.64.102.196,2083,0,false,ORD,North America,Chicago,68,0.00
13.114.229.71,8880,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,2052,0,false,ORD,North America,Chicago,68,0.00
18.181.244.35,2096,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,8443,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,2087,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,80,0,false,ORD,North America,Chicago,68,0.00
54.238.204.236,2096,0,false,ORD,North America,Chicago,68,0.00
52.69.2.153,2053,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,8080,0,false,ORD,North America,Chicago,68,0.00
43.207.177.83,8080,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,2087,0,false,ORD,North America,Chicago,68,0.00
54.65.170.61,2082,0,false,ORD,North America,Chicago,68,0.00
18.183.53.0,2053,0,false,ORD,North America,Chicago,68,0.00
43.207.200.148,2086,0,false,ORD,North America,Chicago,68,0.00
54.64.102.196,2095,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,2095,0,false,ORD,North America,Chicago,68,0.00
13.114.229.71,2052,0,false,ORD,North America,Chicago,68,0.00
52.198.179.148,2083,0,false,ORD,North America,Chicago,68,0.00
54.238.200.77,8080,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,2083,0,false,ORD,North America,Chicago,69,0.00
35.78.239.154,2086,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2096,0,false,ORD,North America,Chicago,69,0.00
54.238.44.8,80,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,2096,0,false,ORD,North America,Chicago,69,0.00
54.65.170.61,80,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,443,0,false,ORD,North America,Chicago,69,0.00
43.207.160.143,2086,0,false,ORD,North America,Chicago,69,0.00
18.183.53.0,2096,0,false,ORD,North America,Chicago,69,0.00
43.207.177.83,8443,0,false,ORD,North America,Chicago,69,0.00
54.64.102.196,2087,0,false,ORD,North America,Chicago,69,0.00
